,futureStep,LSTM_train_time,LSTM_pred_time,LSTM_RMSE,VAR_train_time,VAR_pred_time,VAR_RMSE,Prophet_train_time,Prophet_pred_time,Prophet_RMSE
0,1,105.87665079099995,0.5857576900000367,35.25593100046624,0.7513785040000585,0.0007388470000933013,21.579288195578698,444.15818044900016,2.827907800000048,15.635073654685437
1,2,87.48127521499998,0.5314461399999573,17.962829045161488,0.7513785040000585,0.004410847000031025,26.454462652285763,444.15818044900016,2.783115603999704,20.277923526622338
2,3,90.2005706010001,0.5867072730000018,23.689259966029677,0.7513785040000585,0.0004368020000811157,30.682874290347485,444.15818044900016,2.7607434860001376,24.225334211813443
3,4,87.5078639410001,0.4974058259999765,36.814016836944475,0.7513785040000585,0.0005474880000519988,34.57065949171745,444.15818044900016,2.864758560000155,26.992871961637494
4,5,144.57884121900008,0.5501995559999386,44.23621336090024,0.7513785040000585,0.0005995090000396884,38.027382304374115,444.15818044900016,2.9148238570001013,28.59987167120228
5,6,144.036165019,0.5812012279998271,52.30447767101225,0.7513785040000585,0.0032704980000062282,40.791842712951706,444.15818044900016,2.7446483690000605,33.88829074021173
6,7,87.99183154699995,0.5406875440000931,57.936117698523645,0.7513785040000585,0.0007480040000018563,43.828482610076996,444.15818044900016,2.948139157999776,32.22657497859417
7,8,87.09494070699999,0.5049855590000334,62.43328620511274,0.7513785040000585,0.0021280120000710667,49.30554270496678,444.15818044900016,2.7407632259996717,32.730048949981
8,9,144.055997036,0.5353963289999228,67.36781979859386,0.7513785040000585,0.0025777229999448537,48.38899112363083,444.15818044900016,2.858718193000186,34.87933286778682
9,10,95.50065865600004,0.58558700399999,72.38799421237385,0.7513785040000585,0.0027613590000328263,50.56616132435278,444.15818044900016,2.7573083050001514,40.41485615892192
10,11,92.11646152200001,0.5730373579999649,68.71199787640549,0.7513785040000585,0.0010632649999706698,53.907726288479935,444.15818044900016,2.7065153240000654,43.182955462958766
11,12,90.0992846749998,0.5811058399999638,74.01065495224081,0.7513785040000585,0.0010790659999884156,54.114896443787956,444.15818044900016,2.7947064130003128,48.21305859740742
12,13,144.08394761199997,0.5882355709998137,79.9668440674089,0.7513785040000585,0.0011751759999469866,53.67006451902164,444.15818044900016,2.9778836079999564,36.66955691745331
13,14,91.17801835499996,0.5843276660000356,80.63341534844925,0.7513785040000585,0.0018490630000087551,53.527902714436216,444.15818044900016,2.730011561000083,40.92145519452079
14,15,86.35703241999977,0.5811846829997194,82.72650319629662,0.7513785040000585,0.002567383999917183,55.7596698867992,444.15818044900016,2.768983434999882,42.97944237612217
15,16,144.6765401839998,0.5731631520002338,84.58170214181068,0.7513785040000585,0.0014138910000838225,60.764339169375134,444.15818044900016,2.9349673400001848,38.55482461138209
16,17,92.24647584700008,0.5739560759998312,86.9466522338819,0.7513785040000585,0.0037723159999814015,60.675500493913816,444.15818044900016,2.831129273999977,38.16373257962317
17,18,90.66528800100014,0.5569998710002437,85.01287509843881,0.7513785040000585,0.0015881790000094045,61.960334285835934,444.15818044900016,2.8702882160000627,37.81545086201326
18,19,144.010655817,0.5242788589998781,87.40064482675302,0.7513785040000585,0.0017899050000096395,61.426568017965174,444.15818044900016,2.943478591999792,47.28257758171961
19,20,144.66746126999988,0.543684882999969,87.27855162383737,0.7513785040000585,0.0016674620000003415,61.122454800797556,444.15818044900016,2.880860293999831,48.34768663874968
20,21,97.29447470800005,1.0541782240002249,89.68324481509212,0.7513785040000585,0.002317473999937647,62.148053383630106,444.15818044900016,2.8334488039999997,40.84051688039412
21,22,97.60390612400032,0.5562638599999445,91.71966576325588,0.7513785040000585,0.0019240940000599949,67.20407291408013,444.15818044900016,2.912741305000054,40.97002270229633
22,23,96.05920002499987,0.6188838010002655,90.33403404658014,0.7513785040000585,0.001827503000072284,68.39524965114147,444.15818044900016,2.9075393489997623,43.00770339847086
23,24,144.20030552699973,0.4890052390001074,92.70953535214035,0.7513785040000585,0.004457607999938773,69.10673978559788,444.15818044900016,2.8506382000000485,47.724709052229414
